target,sent_id1,sentence1,year1,text1,period1,sent_id2,sentence2,year2,text2,period2,semantic_relatedness,hate1,hate2,hate1_second,hate2_second,semantic_relatedness_second
nauclerus,467940,"[ 380 ] loke the workes of nauclerus , vuicelias , •ernardus lut••enburg , & alphonsus de castro.¶doctrine of boniface , with sale of whores .",1551,JohnBale,t0,313996,"and so doth also marianus scotus , and nauclerus , with other that folow damasus , affirme the same.after him came stephanus next bishop of rome following lucius : whome damasus , platina , and sabellicus , affirme to have sit vij .",1583,JohnFoxe,t1,4,0,0,0,0,4
nauclerus,470997,"loke in the chronicles of ioannes nauclerus , generacione .",1551,JohnBale,t0,327123,"marianus scotus , sabellicus , nauclerus , & other late story writers doe hold as is aforesaid , [ 912 ] that he died a martir in the days of alexander severus , after he had governed that seat , 4 . yeares , as damasus and platina do witnes , as marianus saith , eight yeares.the same damasus and platina do testify of him , that he by his preaching and holines of life cōuerted divers ethnikes to the faith .",1583,JohnFoxe,t1,4,0,0,0,0,4
affectes,701562,"therefore if we entende to faste a right , and to make our fast acceptable to god , let us provide earnestly , that oure faste procede from a pure and cleane heart , void of al carnall affectes , stuffed ful of faithe and charity , and altogether studious of trve innocency and unfained godlines .",1551,ThomasBecon,t0,8049,"therfore seing that we can not for our imbecill••e , weaknes & imperfecciō alway & withoute ceasing pray unto god , iet , besides the godly meditacion of celestiall thinges in our minde , & the perpetuall desire of living innocently , which ought never to departe from a christen brest , [ 520 ] that hath the feare of god before her eys we ought to prescribe & appoint unto our selves certaine peculiare houres every day which should not passe away w t out prayr , & which should have the whole affectes of the myndvtterly occupied in this behalfe .",1542,ThomasBecon,t0,4,0,0,0,0,3
affectes,468325,we shal have the preachers obedient to our affectes .,1551,JohnBale,t0,673954,"although there be a common chapter and summe of curing both affectes , as galene saith , that is : the vacuation of the troublesome humour .",1583,PhilipBarrough,t1,4,0,0,0,0,3
affectes,8040,"to be brefe concerning this matter , fastinge muste nedes make highly to the auaūcement of prayr seing i t he which fasteth aright , cōt• meth worldly thinges , [ 408 ] despiseth pleasure , hateth ritches , abhorrethe th• workes of the flesshe , mortifieth carnall affectes , & is utterly given , fixed & bent to the fruytes of i e spirite .",1542,ThomasBecon,t0,674391,"wherefore , as in all other diseases , which are iet but a begetting , so also in these affectes , the phisition must be carefull and diligent , as well in curing them , as in foreseeing the daunger following .",1583,PhilipBarrough,t1,4,0,0,0,0,3
affectes,8040,"to be brefe concerning this matter , fastinge muste nedes make highly to the auaūcement of prayr seing i t he which fasteth aright , cōt• meth worldly thinges , [ 408 ] despiseth pleasure , hateth ritches , abhorrethe th• workes of the flesshe , mortifieth carnall affectes , & is utterly given , fixed & bent to the fruytes of i e spirite .",1542,ThomasBecon,t0,270426,"for as faith , hope charite , peace , mercy , pacience , longe sufferinge , humilite , sobriete iustice , spiritvall liberte , obedience towarde the highe powers , and all goodnes reigneth , where the lordes word bereth rule , so in like manner , where i t is expulsed , banisshed & exiled , incredulite , hatred , envy covetousnes , vengeance , contencion , glotony , dronckennes , rapacite , immoderate lustes , uncleane affectes , carnal liberte , disobedience īsurreccion , arrogancy , pride , ambiciō , crudelite , manslaughter , thefte , false witnes , hipocrisy , ignorance , blindnes , sectes , heresy , and all that is contrary to the commaundeme nt and will of god , beareth dominiō , and hath preeminence , as salomō sayth , [ 2 ] where knowledge is not , there is no goodnes for i • soule .",1543,ThomasBecon1,t0,4,0,0,0,0,3
affectes,668983,"for this cause therefore there is no medicine that doe vehemently heate or dry up , meete and conueniet for these hard & scirrhous affectes , but such remeadies only , [ 1806 ] which can fitly both mollify , and also digest : as are these things following : the marow of a harte and of a calfe , also goates suet , bulls suet , the tallow of a lybard and of a lion .",1583,PhilipBarrough,t1,669486,"moreover of medicines , which in these affectes have power to discusse and dispearse , you shall find plenty among those remedies , [ 1760 ] which we before have set downe for the cure of strumae .",1583,PhilipBarrough,t1,4,0,0,0,0,4
affectes,680065,"also there hangeth on the haires of the ey liddes , dry gumme and filth , and vnclenly affectes , as is seene in them specially , that goe a long yourney in the dust , when the sunne burneth hote .",1583,PhilipBarrough,t1,669486,"moreover of medicines , which in these affectes have power to discusse and dispearse , you shall find plenty among those remedies , [ 1760 ] which we before have set downe for the cure of strumae .",1583,PhilipBarrough,t1,4,0,0,0,0,4
affectes,701116,"this shall come to passe , if we laboure withall maine to have a minde pure and cleane from all carnall affectes , a body voide of wicked dedes , and a life garnished with good workes .",1551,ThomasBecon,t0,673954,"although there be a common chapter and summe of curing both affectes , as galene saith , that is : the vacuation of the troublesome humour .",1583,PhilipBarrough,t1,4,0,0,0,0,3
affectes,672199,"but now it shalbe more profitable , if we comprehend the chapters concerning the cure of such phlegmonous affectes , [ 1431 ] in some shorte sentences .",1583,PhilipBarrough,t1,669486,"moreover of medicines , which in these affectes have power to discusse and dispearse , you shall find plenty among those remedies , [ 1760 ] which we before have set downe for the cure of strumae .",1583,PhilipBarrough,t1,4,0,0,0,0,4
affectes,42218,"[ 455 ] that tautology is no meanes of brevity , [ a ] which hee so affectes in pretence , and request .",1601,WilliamBarlow,t1,680065,"also there hangeth on the haires of the ey liddes , dry gumme and filth , and vnclenly affectes , as is seene in them specially , that goe a long yourney in the dust , when the sunne burneth hote .",1583,PhilipBarrough,t1,1,0,0,0,0,1
cauillations,377428,"wher for we wil chuse men excelling in wisdom faithfulnes and authority , asmuche as the lord shal geue , to rule this conuocatiōs , and to execute visitations , to whom we wil geue such authority , that they may resist fautes , and inconveniences whan they arise , and use fit remedies.nowe all the actes of conuocations , and visitations must be referred hereunto , that al parishes may have faithful , and mete ministers , which may execute their ministery faithfully according to gods worde , and want not iust defence against uniust violence and cauillations of wicked menne .",1547,HermannvonWied2,t0,424105,"the first sort , is of our hollow harted countrimen , that have english faces , but romish harts , who will forge cauillations ( i know ) against these labours of mine : and not cease to accuse me of liing and falshood , as not having truly and indifferently set down the opinions of the popish church .",1592,AndrewWillet,t1,4,1,1,1,2,4
cauillations,38843,"for as moche then as as infirmite doth let us for to accomplisshe our deuty , let us rather give all glory unto god in confessing our misery , then by inuentynge cauillations and startinge holes to bring upon our selves shame & double damnation , for we shoulde take the ensamples of i e punishementes of god for admonitions or warninges , to the intente that we shoulde learne to walke in his feare.what shal men do then ?",1548,JeanCalvin,t0,377428,"wher for we wil chuse men excelling in wisdom faithfulnes and authority , asmuche as the lord shal geue , to rule this conuocatiōs , and to execute visitations , to whom we wil geue such authority , that they may resist fautes , and inconveniences whan they arise , and use fit remedies.nowe all the actes of conuocations , and visitations must be referred hereunto , that al parishes may have faithful , and mete ministers , which may execute their ministery faithfully according to gods worde , and want not iust defence against uniust violence and cauillations of wicked menne .",1547,HermannvonWied2,t0,4,1,1,0,1,4
