target,sent_id1,sentence1,year1,text1,period1,sent_id2,sentence2,year2,text2,period2,semantic_relatedness,hate1,hate2
preestes,252994,"as it may appere in these preestes , and levites , whiche weare cast in their owne turne : for ihon̄ in his aunswere doth bewray their ignoraunce , shewinge that isay the prophete had prophesied of his comminge .",1545,WilliamChedsey,t0,67614,"and if some certain men ben therwith miscontent , as thoughe in the saide boke were preached liberty to preestes , monkes , freers : and nunnes , and that monasteries and temples , shulde be pulled downe and destroyd .",1536,Anonymous1,t0,4,0,0
preestes,29428,[ 99 ] the secular swerde of preestes is againste god .,1534,JoachimVadianus,t0,245753,"after the same manner , did the bishops and the preestes administer also the fourth part of delivering the doctrine , the which is , out of the divine bookes ( being expounded ) to exhort unto the duties of godlines , to dissuade from sinnes , and from all thinges that may , on any part , slacken or hinder the course of a godly and holy life , to reprehende and chide those that sinne , to comfort the penitent : although the bishops the priests or elders cheefly did perform this function , because that it required so much the great authority .",1587,JohnBridges,t1,4,0,0
preestes,29428,[ 99 ] the secular swerde of preestes is againste god .,1534,JoachimVadianus,t0,247617,"and the princes saide unto the preestes : the iudgement of death is not unto this man , because he hath spoken unto us in the name of the lorde our god .",1587,JohnBridges,t1,4,0,0
religions,356275,"thus wishing to bee understoode of all men , that religion is to bee imbraced for religions sake , and not for policy , and that therefore , how soever it please god to deale with those , whiche shall receive it in this life , they are notwithstanding to abide by that truthe , whereby onely their soules may bee saved to everlasting life , and also that the doctrine and practise of trve religion , bothe by the nature thereof , and by reason of the promise of blessing annexedto it above , is the only religion which may prosper a k. or common wealth , & therefore no false worship , what shewe so ever it may have of some particuler cōmodity for a season , can in trveth and in the end prove commodious to it .",1583,WalterTravers,t1,787500,"by this writing charlemaigne taxed , and secreatly condemned adrian without naming of idolatrie.there was also one councell holden at cauaillon under charlemaigne : in which , amongst other superstitions that were there condemned , the going of pilgrimage for religions sake was sharpely repressed in the 45 . canon , alleaging the saiing of s. hierome .",1585,SimonDevoyon,t1,4,0,0
religions,156214,these religions of aungelles paule dothe greately improue writing to the collossians .,1536,Anonymous2,t0,611362,"the dragon that is to say the devill beeing driven out of heaven , out of the church , out of the heartes of the godly was cast into the earth , that is , into the reprobate , the vnbeleeuers , the wicked , whose heartes are the temples of sathan , whose sences are grose and earthly , whose adorations and religions are terrestriall , whose affections are altogeather fixed upon earthly and worldly thinges .",1586,WilliamHerbert,t1,4,0,0
religions,4691,"whan those religiōs wer ones bannished i e realme , was it not necessary that those vowes shuld be also bannished with them , which made them religions ?",1550,JohnBale,t0,547734,"but were it granted , that these qualities are incident to heretikes , iet doth the same make little for the adversaries advantage , who are divided into divers sectes and religions , and infinite divers opinions , and are not onely atheistes , but also the grossest liers and falsificators of authors , that ever were heard of in any recorde or history .",1600,MathhewSutcliffe,t1,4,0,0
religions,466064,"f or as much as ther is in the worlde great disputacion & reasoninge of sectes , and so many also of the same sectes and religions both contrary to christes moost holy religion , and also among themselves .",1537,Anonymous1,t0,611362,"the dragon that is to say the devill beeing driven out of heaven , out of the church , out of the heartes of the godly was cast into the earth , that is , into the reprobate , the vnbeleeuers , the wicked , whose heartes are the temples of sathan , whose sences are grose and earthly , whose adorations and religions are terrestriall , whose affections are altogeather fixed upon earthly and worldly thinges .",1586,WilliamHerbert,t1,4,0,0
religions,4691,"whan those religiōs wer ones bannished i e realme , was it not necessary that those vowes shuld be also bannished with them , which made them religions ?",1550,JohnBale,t0,174606,"and briefly to passe over the ungodly & counterfet religions : let us reherse some other kindes of papisticall supersticions and abuses , as of beades , of lady psalters & rosaries , of .xv .",1547,Anonymous,t0,4,0,0
religions,156137,for the ryghtuousnes of feithe ī christ whiche chiefly ought to be taughte ī the church is thus obscured and darkened : whiles these wonderfull & angelicall religions / as this fained poverty / this cloked humility / this hipocriticall chastite be caste before the eys of men .,1536,Anonymous2,t0,5497,"king iosias [ 9 ] in like case restored again i • decayd religiō , brought i • lawes of the lord to lighte , commaunded the people diligently to observe then , put doun the false religions which had done sacrifices to the hoste of heaven , brent their images , defaced their aulters , & stampte then to pouder , brake doun i • bugger• places in i • [ 10 ] house of i • lord , slew al i • idolatrouse priests • brent their bones in places of their wicked sacrifices , and he put oute of the way all sothsaiers , sorcerers , inchaunters , witches , and removed all other abhominaciōs of the ungodly , reducynge the people to the trve service of god.iiii .",1550,JohnBale,t0,4,0,0
religions,4691,"whan those religiōs wer ones bannished i e realme , was it not necessary that those vowes shuld be also bannished with them , which made them religions ?",1550,JohnBale,t0,156214,these religions of aungelles paule dothe greately improue writing to the collossians .,1536,Anonymous2,t0,4,0,0
religions,5700,"and is not only [ 150 ] for prestes at their orders takinge , whiche of all men regardeth it least , but commen it is for all kindes of people , men and women , married or unmarried , maide , widowe , husbande , wife , and all.except your chaplaine can make , these afore rehearced professions good by i e scriptures , which ( i knowe ) he shall never be able [ 151 ] to do , lete him not contende with those men for their vows in this age , which hath in the obedience of gods holy wurd & their kinges commaundement , re•ounced those wicked kindes of religions and presthode , and by vertu of that worde now taken them wives in marriage .",1550,JohnBale,t0,705988,"but to admit of two contrary religions , were to halt betweene two opinions.9 how gratefull wil it be to all christian princes abroade , and honorable to your maiestie , to understand how queene elizabeths sincerity is continued by your roiall constancy , and that the courage of a man reedified that which the not- informed iustice of a woman winked at ?",1603,GabrielPowel,t1,4,0,0
religions,174606,"and briefly to passe over the ungodly & counterfet religions : let us reherse some other kindes of papisticall supersticions and abuses , as of beades , of lady psalters & rosaries , of .xv .",1547,Anonymous,t0,725621,"[ 326 ] likewise the iewes were divided into many sects and religions at the comming of christ , samaritanes , pharisies , sadduces , essenes , & c. whereby that nation & c. was drowned and overwhelmed in such monstrous and erronious iniquities.the conclusion must be : ergo , protestants being so divided , are most wicked , & c. [ 327]the solution .",1603,AndrewWillet2,t1,4,0,0
